question_text,question_topic
"I think I want to get the ThermoBal jacket (Web ID: 2744441) but if my daughter doues not like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the I Put A Shell On You jacket but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
"I think I want to get the Satin Jacket (STYLE NO. 59606) but if I don't like how it looks in person, would I be able to return it for a gift card?",Returns & Refunds
I may order either the Item: 2724271 or the Item: 9230538. Do you know which has a thicker mattress built into it? What's the difference in the materials these sofas are composed of?,Product Comparison
Do you have a navy blue tank top in a women's medium I could see? And would you happen to have any gold flats in a size 8?,Product Availability
Between style # njmu7337 and the style # njmu7794 which is shorter? Do you know if either is machine-washable?,Product Comparison
"Im interested in both the Sumptuous Extreme Waterproof Lash Multiplying Volume Mascara and the Double Wear Zero-Smudge Lengthening Mascara. Is one more known for volumizing than the other? Are they both offered as a waterproof option, also? I need waterproof mascara.",Product Comparison
Which shoes are lighter-WEB ITEM: 164166 or WEB ITEM: 164252? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
I may order either the Item: 439732 or Item: 251400. Do you know which has a thicker mattress built into it? What's the difference in the materials these sofas are composed of?,Product Comparison
Which shoes are lighter- Item #5072623 or Item #871690? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
Do you know which one makes coffee quicker- SKU: 2908176 or SKU: 2586162? What's the difference in size between the two?,Product Comparison
"Do you have any men's testosterone boosters? Also, do you have any multivitamins designed specifically for women?",Product Availability
I need a new filing cabinet. Do you have any in black to match my office? Do you have any small LED desk lamps?,Product Availability
"I love Product Code: 90228! I would like to get a very large full arrangement, as they are for a special occasion. Do these come in a larger higher flower count option? Im also looking for one of those large white orchidsis that something you have?",Product Availability
"Between Internet #100466655 and Internet #100036481, which one has a larger grind chamber? Also, are they both noise insulated? I have a newborn at home, so I'd prefer something quiet.",Product Comparison
Which shoes are lighter- the TechLoom mesh sneakers #0400091886695 or the Adizero running sneakers #0400090625661? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
Which shoes are lighter- the Skechers sneakers #2685297 or the Nike running sneakers #2745215? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
Do you know if either the Brooks Podium Tee #TA304320 or the Maine Inland Fisheries tee #TA281962 are made of sweat-wicking material? Which has the looser fit?,Product Comparison
I need a new filing cabinet. Do you have any in black to match my office? Do you have any plain black leather briefcases?,Product Availability
Between the shirtdress by Julia Jordan #243651 and the patterned fit & flare dress #243631 which is shorter? Do you know if either is machine-washable?,Product Comparison
"Do you have any men's testosterone boosters? Also, do you have any multivitamins designed specifically for women?",Product Availability
I am looking for a pair of men's chino shorts. Do you have something that sits above the knee in light gray and a size 34 waist? Do you have any men's tights to wear under pants in a large?,Product Availability
Which shoes are lighter- the New Balance snaker #G1378 or the Adidas sneakers #A6791? Do you know which has more padding or mesh? I feel those are usually the more comfortable shoes.,Product Comparison
Do you know which one makes coffee quicker- the Bunn 10 cup coffee maker #16-5275909 or the Cuisinart perfect temp coffee maker #16-8393030? What's the difference in size between the two?,Product Comparison
"Do you have any men's testosterone boosters? Also, do you have any multivitamins designed specifically for women?",Product Availability
"I really love the look of both the mustique statement ring ID:R13249DS8KTRPRDI and the mustique statement ring in 18K gold ID:R13249DS8KTRPRDI. I would like a more vintage finish, however. Do either of these come in a vintage finish? Also, can I order either of these in a size 5?",Product Comparison
What's the difference in size between the Samsung Galaxy Tab A item: 710654 and the Nuvision tablet item:444605? Which has a better camera?,Product Comparison
